date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Mon Dec 12 2016 18:43:05 GMT-0500 (Eastern Standard Time), Software Developer,"Bala Cynwyd, PA",Current Employee ,Software Developer,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,8,"- Better salary than most local opportunities. - Opportunities to work in complex, high-performance systems. - Catered lunch.","- Management is unbalanced: focused on short term initiatives, projects and deliverables, disregarding people and processes, thus making tremendous blunders that last multiple years. This ends being unnecessarily frustrating. - Technically limited to a few development tools and architectures that are not common in the industry and even less in other industries. - 9hr work day, and zero flexibility. - Terrible office spaces: high density, zero privacy, uniform/machine-like spaces.",,3.0,2.0,2.0,2.0,4.0,2.0,Recommends,Negative Outlook,No opinion of CEO
Mon Nov 07 2016 19:21:50 GMT-0500 (Eastern Standard Time),,"Somers Point, NJ","Compliance Analyst in Somers Point, NJ",Associate- Trading Floor,I worked at Susquehanna International Group (SIG) for more than a year,5,"free lunch, casual dress code, gym, smart people, very cool company","held to market hours, expected to be a desk for majority of day",,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Sun Oct 16 2016 12:34:16 GMT-0400 (Eastern Daylight Time),,, ,Great Philadelphia area firm with serious emphasis on technology,I have been working at Susquehanna International Group (SIG),8,"Very smart people, dynamic and fast-paced atmosphere, opportunities for growth, free lunch, and great on-site perks like gym and wellness center.","Projects frequently change direction, or are reprioritized, because of changing market opportunities or regulations.",,5.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Tue Oct 25 2016 23:03:27 GMT-0400 (Eastern Daylight Time), Equity Research Associate,"New York, NY",Current Employee ,Decent Place to Start Career but Leadership is Thoughtless,I have been working at Susquehanna International Group (SIG) full-time for more than a year,20,"SIG Equity Research is a solid place to start a career if you don’t have a top-tier college degree or previous experience at a leading Equity Research platform. The company will invest in you by sending you to modeling/writing classes, as well as sponsorship in the CFA program. Perks include free meals and casual dress code. Research Associates with 2-3 years experience can move to larger shops with better compensation, and occasionally the buyside.","SIG has a strong brand in the derivatives world, however the institutional equity business, namely Research and Research Sales, is an amateur organization at best. The idea that SIG will leverage its Options expertise to build a strong institutional equities business has been unsuccessful as most equity investors do not care to understand derivatives (and vice versa). Senior Analysts and salespeople are generally comprised of has-beens and never-will-be’s, which is par for the course at most small boutique operations. Leadership is the real concern, as the defacto head of the institutional brokerage operation is a SIG-lifer with little brokerage experience, employing self-serving sycophantic department heads beneath him. Sales tends to rule over the Research Department with little regard or understanding of the Research process (scheduling firm-wide meetings and other important events during earnings season). Salespeople are loathe to make outgoing calls, save for one or two, and are typically interested in heading to the bar by 4:05pm. The Director of Research is a former salesperson who embodies the company’s lack of understanding of how to run a research business. This individual lacks research experience (and the respect of many senior analysts and associates), making up for that with canned speeches about the bright future of the business. Nearly 25% of the company’s Senior Research Analysts defected to competing organizations in the past year as the business continues to shrink under current leadership. The firm has make some questionable hires to replace departed analysts, including individuals who have been out of Equity Research for more than 3-4 years. With the NYC office’s lease up for renewal in 2018 many believe the founders may cut their losses and shut the business entirely.",,2.0,3.0,3.0,4.0,2.0,1.0,Doesn't Recommend,Negative Outlook,
Wed Sep 14 2016 11:04:22 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA","Perfect Fit For Me (still, after 7+ years)!",I have been working at Susquehanna International Group (SIG),14,"-Smartest group of people I've ever worked with. -Everyone is a teacher and student. -Everyone is accountable. -Post-mortems are GOOD experiences! Nothing to fear here. No finger-pointing. Just fact-gathering and discussions around what happened, what do we do s/t to address the issue, l/t to address the issue. Focus is on how to prevent going forward. Soooo refreshing! -The numerous sick perks don't hurt :)","I don't personally have any but if you're someone who is driven by holding a title and climbing a corporate ladder, SIG isn't for you. Flat organization. But I like this. Internal transfers are encouraged so jumping to another department and learning that space is a great opportunity!",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 05 2016 10:49:55 GMT-0400 (Eastern Daylight Time),,"Newark, DE","Oracle Database Administrator in Newark, DE",Database Administrator,I worked at Susquehanna International Group (SIG) for more than a year,6,Great people - real family,Very sensitive to the stock market,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO
Wed Oct 12 2016 20:08:58 GMT-0400 (Eastern Daylight Time), Software Developer,"Bala Cynwyd, PA",Current Employee ,Software Engineer,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,4,Good learning Collaborative interaction with team members Ability to experiment with new technologies,Not so good direction when it comes to advancement Average pay,,4.0,4.0,4.0,4.0,4.0,2.0,Recommends,Neutral Outlook,Approves of CEO
Fri Oct 07 2016 07:42:40 GMT-0400 (Eastern Daylight Time),,"Brooklyn, NY","Assistant Trader in Brooklyn, NY","A great place to learn, a weird place to stay",I worked at Susquehanna International Group (SIG) for more than a year,5,- Great pay - Great benefits - Co-workers are really friendly and helpful - Lots of opportunities to learn if you put yourself out there,- A lot of focus on mock trading for new ATs which simulates trading in the pits. Not a super useful skill anymore but its part of their core business model - Determination of your career path is done solely by a few people who are in charge of education but don't really interact with you much on a daily basis,,4.0,4.0,5.0,4.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO
Mon Sep 26 2016 16:43:39 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Cool place in philadelphia to work,I have been working at Susquehanna International Group (SIG) full-time,6,"Smart people, good pay, nice office, free lunch & breakfast","Long hours, in bala cynwyd",,5.0,,,,,,,,
Mon Sep 12 2016 07:22:11 GMT-0400 (Eastern Daylight Time), Technology,"Bala Cynwyd, PA",Current Employee ,Great fin-tech company that keeps getting better,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,10,"- Hard core tech engineering company - no better place to work in the region if you are in technology - period. - Laid back, gold coast atmosphere - Great benefits, good location - Encourages innovation, well thought out risk taking, and a great balance of individualism and teamwork - Always striving to be better, which keeps things fresh and exciting - comforting that SIG realizes it is not perfect and is constantly looking to improve. - Investments in its employees have increased significantly over the past few years. - Work life balance has improved drastically over the past few years - good job SIG for recognizing this and changing the culture for the good. - CIO is great","- Could be more transparent; most complaints I hear about SIG are due to a lack of understanding that leads to false assumptions and conclusions. There is a need for privacy/secrecy, but I think the balance between privacy/secrecy and transparency is slightly skewed too far towards privacy/secrecy.",,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 13 2016 19:37:04 GMT-0400 (Eastern Daylight Time),,"New York, NY"," in New York, NY","Mgt turnover, shifting strategy",I worked at Susquehanna International Group (SIG),3,Free meals but you have to be willing to work late nights,Questionable hires in Equity Research makes it had to keep talent,,1.0,1.0,2.0,1.0,2.0,,Doesn't Recommend,,Disapproves of CEO
Sat Aug 13 2016 01:35:49 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Platform in Bala Cynwyd, PA",Great IT Opportunities Available,I have been working at Susquehanna International Group (SIG) for more than a year,6,Many resources available to driven people. Leadership supports even new team members and guides improvement of the groups. Sweeping changes are able to be made for the betterment of the company. Flat organization is great for approaching different teams and working within other areas of the SIG..,Some teams have become stagnant and could use more motivation. Pace of work leaves little time for training or non-critical tasks.,,5.0,4.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Jul 29 2016 16:31:33 GMT-0400 (Eastern Daylight Time), Technology,"Philadelphia, PA",Current Employee ,Still great,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,9,"Flat structure, if you can make an impact the sky is the limit for your career growth. New challenges every day!","Some wish for more tech in Chicago or NY, but the Bala cost of living is hard to beat!",,5.0,5.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Aug 08 2016 09:45:48 GMT-0400 (Eastern Daylight Time), Software Developer,"Bala Cynwyd, PA",Former Employee ,Great place to start your career,I worked at Susquehanna International Group (SIG) full-time for more than 8 years,6,"Bright and collaborative co-workers, groups compete but are generally respectful of each other, fair management, strong leadership.","Somewhat cliquey culture at the top, top-end bonus or pay structure not available so there is a pay ceiling no matter how well you do for the firm.",,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Aug 21 2016 05:33:40 GMT-0400 (Eastern Daylight Time), Equity Research Associate,"Bala Cynwyd, PA",Current Employee ,Equity options research analyst,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,2,"Smart coworkers, flat management style, freedom on how to pursue opportunities. Cooperative group, and the workplace is friendly and fun","Education process for research could be better, and the education reimbursement issue not great. Transparency in salaries is also a con.",,5.0,5.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 02 2016 09:42:03 GMT-0400 (Eastern Daylight Time),,, ,Assistant,I have been working at Susquehanna International Group (SIG),4,Everyone is very friendly and responsive. Get things done in a timely manner.,None to report at the moment.,,4.0,,,,,,,,
